0,1
5,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200205_013255_580_LC16.jpg
5,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200205_013255_580_LC16.jpg
17,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_041435_464_AC16.jpg
17,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_041435_464_AC16.jpg
27,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200205_015058_124_LC16.jpg
27,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200205_015058_124_LC16.jpg
34,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200204_234954_471_LC16.jpg
34,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200204_234954_471_LC16.jpg
37,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200204_233951_501_LC16.jpg
37,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200204_233951_501_LC16.jpg
49,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200205_015117_467_LC16.jpg
49,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200205_015117_467_LC16.jpg
68,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_035911_649_FC16.jpg
68,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_035911_649_FC16.jpg
70,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200204_234829_761_LC16.jpg
70,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200204_232045_SS11_Elizabeth_33/full_res/PR_20200204_234829_761_LC16.jpg
77,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_031720_216_FC16.jpg
77,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_031720_216_FC16.jpg
86,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_031054_459_AC16.jpg
86,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/EMR202001/r20200131_021337_NG02_middleton_22/full_res/PR_20200131_031054_459_AC16.jpg
107,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_232748_196_LC16.jpg
107,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_215228_blowhole_15_quadrep/full_res/PR_20081010_232748_196_LC16.jpg
109,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081007_224547_ohara_07_transect/full_res/PR_20081008_001946_750_LC16.jpg
109,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081007_224547_ohara_07_transect/full_res/PR_20081008_001946_750_LC16.jpg
110,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_003329_hippoS_13_transect/full_res/PR_20081010_011423_791_LC16.jpg
110,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081010_003329_hippoS_13_transect/full_res/PR_20081010_011423_791_LC16.jpg
111,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081007_224547_ohara_07_transect/full_res/PR_20081008_002306_775_LC16.jpg
111,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081007_224547_ohara_07_transect/full_res/PR_20081008_002306_775_LC16.jpg
112,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200810/r20081014_052323_ohara_20_oneline/full_res/PR_20081014_065850_602_LC16.jpg
